Cluster_Label,Biomarker,Relations
cognitive-impairment,cognitive deficits,"[{'article': 'PMC4694064.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
cognitive-impairment,Cognitive deficits,"[{'article': 'PMC6530014.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Improvement in cognitive deficits in AD patients'}]"
cognitive-impairment,Working memory deficits,"[{'article': 'PMC8110716.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cohen-mansfield,Cohen-Mansfield Agitation Inventory,"[{'article': 'PMC2949590.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Agitation and aggressiveness in Alzheimer's Disease""}]"
cohen-mansfield,agitation,"[{'article': 'PMC4431827.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Reduction in agitation levels after exercise intervention'}]"
cohen-mansfield,Agitation,"[{'article': 'PMC7789403.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
coi,COI scores,"[{'article': 'PMC5226952.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Higher semantic organization and improved performance in Experiment 2'}]"
coi,KBIT-2 nonverbal raw score,"[{'article': 'PMC6374283.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Prodromal dementia'}]"
coi,HS score,"[{'article': 'PMC6748929.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6748929.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6748929.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Early-onset Alzheimer's Disease""}, {'article': 'PMC6748929.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of Alzheimer's Disease""}, {'article': 'PMC6748929.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis of Alzheimer's Disease""}]"
coi,Five Time Sit-to-Stand test (FTSS) score,"[{'article': 'PMC3212921.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Postural and physical impairments'}]"
coi,Omnibus Scores (Omn),"[{'article': 'PMC5226952.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease Progression""}]"
coi,omnibus scores,"[{'article': 'PMC5226952.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
coi,Test time score,"[{'article': 'PMC7392684.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]"
coi,ACE total score,"[{'article': 'PMC4811920.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Cognitive decline associated with Alzheimer's Disease""}]"
coi,HS scores,"[{'article': 'PMC6748929.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease presence via Aβ PET status correlation""}]"
coi,Imagined Timed 'Up & Go' (iTUG) score,"[{'article': 'PMC3212921.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Motor imagery deficits'}]"
coi,PAL scores,"[{'article': 'PMC10916999.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Mild cognitive impairment and Alzheimer's Disease""}, {'article': 'PMC10916999.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Longitudinal decline predicts progression from mild cognitive impairment to Alzheimer's Disease""}]"
coi,Lumosity game scores,"[{'article': 'PMC7729136.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Cognitive changes due to MPH treatment in Alzheimer's Disease""}]"
coi,WMH (Fazekas score),"[{'article': 'PMC4706154.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Processing speed'}, {'article': 'PMC4706154.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Cognitive ability'}]"
coi,KBIT-2 verbal raw score,"[{'article': 'PMC6374283.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Preclinical dementia'}]"
coi,inaccuracy score,"[{'article': 'PMC10916999.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
color,Skin color,"[{'article': 'PMC9412195.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Physical activity and exercise intensity in Alzheimer's Disease patients""}]"
color,Congo red,"[{'article': 'PMC3978916.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Mature amyloid plaques'}]"
color,ROSA,"[{'article': 'PMC3218804.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC3218804.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease progression""}, {'article': 'PMC3218804.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease treatment effects""}, {'article': 'PMC3218804.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Assessing change due to treatment in Alzheimer's Disease""}, {'article': 'PMC3218804.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Reflecting response to treatment in Alzheimer's Disease""}]"
color,Euphoria,"[{'article': 'PMC7789403.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
color,Dysphoria,"[{'article': 'PMC7789403.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
complement,Complement system components,"[{'article': 'PMC4694064.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Neuroprotective response in Alzheimer's Disease""}]"
complement,Complement proteins,"[{'article': 'PMC8416781.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Complement-mediated synapse loss in Alzheimer's Disease""}, {'article': 'PMC6916654.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Synaptic pruning'}]"
complement,Complement C3,"[{'article': 'PMC11274940.txt', 'relationship': 'RELATED_TREATMENT', 'object': 'Target for treatment: Ameliorated C3b/CR3 complement activation, decreased inflammatory cytokines, promoted Aβ phagocytosis, and inhibited synapse loss.'}]"
complement,"Genes (complement receptor 1, CD33, TREM2)","[{'article': 'PMC6530014.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
contactin,Contactin,"[{'article': 'PMC6182869.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
contactin,Contactin 2,"[{'article': 'PMC6182869.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
contactin,Contactin-2,"[{'article': 'PMC6182869.txt', 'relationship': 'NOT_USED_TO_DIAGNOSE', 'object': 'No significant changes in levels'}]"
copper,Copper,"[{'article': 'PMC9755275.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]"
copper,Aluminum (Al) concentration,"[{'article': 'PMC4397698.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
copper,Aluminum levels,"[{'article': 'PMC4159858.txt', 'relationship': 'RESPONDED_TO', 'object': 'Sulforaphane treatment'}]"
copper,Aluminum,"[{'article': 'PMC4397698.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease Progression""}]"
copper,Aluminum concentration,"[{'article': 'PMC4397698.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cortical-surface-area,Surface Area (SA),"[{'article': 'PMC4870937.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4870937.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Amild cognitive impairment'}, {'article': 'PMC4870937.txt', 'relationship': 'CORRELATED_WITH', 'object': 'Neuropsychological scores (MMSE and MoCA)'}]"
cortical-surface-area,Cortical surface area,"[{'article': 'PMC6547570.txt', 'relationship': 'USED_TO_DETECT', 'object': 'Brain structural alterations in individuals with Subjective Cognitive Decline (SCD)'}]"
cortical-surface-area,Cortical Surface Area,"[{'article': 'PMC10310693.txt', 'relationship': 'PREDICTS_NEURODEGENERATIVE_DISORDERS', 'object': ""Alzheimer's Disease""}]"
cortico-motor,Cortico-motor plasticity,"[{'article': 'PMC7360860.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Cognitive function changes in Alzheimer's Disease""}]"
cortico-motor,Cortico-motor reactivity,"[{'article': 'PMC7360860.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7360860.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Cognitive improvement in Alzheimer's Disease""}]"
cortico-motor,Cortical Plasticity,"[{'article': 'PMC7360860.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease prognosis""}]"
cortico-motor,Cortical AD signature,"[{'article': 'PMC3523068.txt', 'relationship': 'PREDICTS_CONVERSION', 'object': ""Alzheimer's Disease development""}]"
cortico-motor,Cortical plasticity,"[{'article': 'PMC7360860.txt', 'relationship': 'PREDICTS_THERAPEUTIC_OUTCOME', 'object': ""Cognitive improvement in Alzheimer's Disease patients""}]"
cortico-motor,cortical tau,"[{'article': 'PMC5382945.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Cognitive impairment in Alzheimer's Disease""}]"
cortisol,salivary cortisol,"[{'article': 'PMC8336239.txt', 'relationship': 'BIOMARKER_DYNAMICS_UNDER_TREATMENT', 'object': 'Diurnal neuroendocrine activity'}]"
cortisol,Cortisolism,"[{'article': 'PMC4922661.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Weight loss in Alzheimer's Disease patients""}]"
cortisol,Salivary cortisol,"[{'article': 'PMC3652205.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Response: Reduction in salivary cortisol levels after yoga and compassion meditation program'}, {'article': 'PMC4922661.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4922661.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease""}, {'article': 'PMC8336239.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
cortisol,Stress and cortisol,"[{'article': 'PMC4150993.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Hippocampal shrinkage associated with Alzheimer's Disease""}]"
cortisol,Cortisol,"[{'article': 'PMC3110199.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Oxidative stress linked to Alzheimer's Disease""}, {'article': 'PMC3652205.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Response to yoga and compassion meditation program intervention'}, {'article': 'PMC3741576.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4922661.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Exacerbation of behavioral disorders in Alzheimer's Disease""}, {'article': 'PMC8336239.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Sleep-wake disorders in persons with Alzheimer's Disease""}, {'article': 'PMC8336239.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Changes in sleep-wake disturbances (SWDs)'}, {'article': 'PMC5301048.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Outcome: Accelerated disease progression in Alzheimer's Disease""}, {'article': 'PMC6162846.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6162846.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6162846.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Improved executive function (Stroop performance)'}, {'article': 'PMC6162846.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Executive function improvement in mild cognitive impairment'}]"
cortisol,cortisol,"[{'article': 'PMC3110111.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3110199.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3110199.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'oxidative DNA and RNA damage'}, {'article': 'PMC3652205.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Stress'}, {'article': 'PMC3652205.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Response to yoga and compassion meditation program'}, {'article': 'PMC3652205.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Risk of Alzheimer's Disease""}, {'article': 'PMC6162846.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Improved cognition'}, {'article': 'PMC7698404.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cortisol,Cortisol levels,"[{'article': 'PMC4922661.txt', 'relationship': 'PREDICTS_PRESENCE_OF', 'object': ""Weight loss in patients with Alzheimer's Disease""}]"
cortisol,Cortisol (COR),"[{'article': 'PMC4922661.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cox-1,COX-1,"[{'article': 'PMC3741576.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Inflammation in microglia surrounding amyloid plaques'}, {'article': 'PMC8481830.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC8481830.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC8481830.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Neuroinflammation in Alzheimer's Disease""}]"
cox-1,COX,"[{'article': 'PMC3978916.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Mitochondrial dysfunction in Alzheimer's Disease""}, {'article': 'PMC3978916.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Mitochondrial dysfunction in Alzheimer's Disease""}]"
cox-1,COX2,"[{'article': 'PMC7674923.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Increased inflammation in Alzheimer's Disease""}]"
cox-1,COX-2,"[{'article': 'PMC3116821.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC3741576.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Neurodegeneration and inflammation'}, {'article': 'PMC3741576.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Amyloid plaque formation and cognitive impairment'}, {'article': 'PMC3741576.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': ""Therapy for Alzheimer's Disease""}]"
cr1,CR1,"[{'article': 'PMC11274940.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'AD risk'}, {'article': 'PMC3523068.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Late-onset Alzheimer's Disease""}, {'article': 'PMC3741576.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Cognitive impairment and amyloid plaque formation'}, {'article': 'PMC3741576.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4003513.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4617238.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease age at onset""}, {'article': 'PMC4888851.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Increased risk of Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4876682.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Alzheimer’s Disease'}, {'article': 'PMC6879435.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6916654.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cr1,hs-CRP,"[{'article': 'PMC3110111.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4179179.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Cognitive impairment in elderly subjects'}, {'article': 'PMC4179179.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Inflammation and Alzheimer's Disease""}, {'article': 'PMC4153084.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Inflammation in Alzheimer's Disease patients""}, {'article': 'PMC5105117.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Inflammation in Alzheimer's Disease""}, {'article': 'PMC5105117.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Inflammation in Alzheimer's Disease patients""}, {'article': 'PMC5105117.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Response to probiotic treatment in Alzheimer's Disease patients""}, {'article': 'PMC5105117.txt', 'relationship': 'RESPONDED_TO', 'object': 'Probiotic supplementation'}]"
cr1,CRT latencies,"[{'article': 'PMC4656817.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Malingering in neuropsychological testing'}]"
cr1,CRT,"[{'article': 'PMC4407573.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4656817.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4656817.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Monitor: Alzheimer's Disease progression""}]"
cr1,Cho/Cr,"[{'article': 'PMC4862247.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Mild Cognitive Impairment related to Alzheimer's Disease""}, {'article': 'PMC4862247.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Neurodegeneration in Alzheimer's Disease""}]"
cr1,CRP levels,"[{'article': 'PMC4013077.txt', 'relationship': 'ASSOCIATED_WITH', 'object': 'Lower levels in ApoE ε4 allele carriers'}, {'article': 'PMC7551340.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Reduced systemic inflammation'}]"
cr1,CRP,"[{'article': 'PMC4013077.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4013077.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC6448216.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Monitoring: Neuroinflammation during treatment'}, {'article': 'PMC6945614.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Inflammation in Alzheimer's Disease""}, {'article': 'PMC7551340.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Higher CRP levels in the n-IF group were associated with poorer outcomes and increased inflammation.'}, {'article': 'PMC7551340.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Cognitive function improvement in older adults with mild cognitive impairment'}, {'article': 'PMC7690082.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC7934383.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}, {'article': 'PMC7934383.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
cr1,mI/Cr,"[{'article': 'PMC4862247.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Early stages of Alzheimer's Disease""}, {'article': 'PMC4862247.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'APOE ε4 carriership'}]"
cr1,CR3,"[{'article': 'PMC11274940.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]"
creatinine,Creatinine,"[{'article': 'PMC2194921.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Kidney function during indomethacin treatment'}, {'article': 'PMC2194921.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Return to previous levels after treatment discontinuation'}, {'article': 'PMC4487699.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4922661.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Renal function in Alzheimer's Disease patients""}, {'article': 'PMC7934383.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]"
