,Biomarker,Relations,Cluster
3222,Semantic memory,"[{'article': 'PMC9373273.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC9373273.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease""}]",546
3223,Semantic word fluency,"[{'article': 'PMC4401690.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Executive function and language ability in Alzheimer's Disease patients""}]",656
3224,Semicircular canal function,"[{'article': 'PMC9344717.txt', 'relationship': 'DIAGNOSTIC_OF', 'object': ""Alzheimer's Disease""}]",50
3225,Senile plaques,"[{'article': 'PMC8061233.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",548
3226,Sensorimotor network,"[{'article': 'PMC9309357.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Monitor: Acupuncture treatment response in Alzheimer's Disease""}]",70
3227,Sensory impairment,"[{'article': 'PMC6004911.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Delayed diagnosis of Alzheimer's Disease""}]",220
3228,Serotonin (5-HT),"[{'article': 'PMC9527145.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Diagnosis: Alzheimer's Disease""}]",688
3229,Serum albumin,"[{'article': 'PMC7023686.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Lower levels in the NGF group compared to the AHF group (3.7 ± 0.6 vs. 4.0 ± 0.6, p = 0.045)'}, {'article': 'PMC7023686.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Pneumonia risk'}]",363
3230,Serum amyloid A (SAA),"[{'article': 'PMC8789895.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'greater preservation of function'}]",8
3231,Serum amyloid A [SAA],"[{'article': 'PMC8789895.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease progression""}]",8
3232,Serum calcium,"[{'article': 'PMC3212921.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease prognosis""}]",51
3233,Serum calcium concentration,"[{'article': 'PMC3212921.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'Monitor occurrence of hypercalcemia and treatment response'}]",51
3234,Serum high sensitivity C-reactive protein (hs-CRP),"[{'article': 'PMC5105117.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Inflammation levels in Alzheimer's Disease""}]",38
3235,Serum high-sensitivity C-reactive protein (hs-CRP),"[{'article': 'PMC5105117.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Inflammation in Alzheimer's Disease""}]",38
3236,Serum insulin,"[{'article': 'PMC5105117.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Insulin resistance in Alzheimer's Disease""}]",73
3237,Serum total cholesterol,"[{'article': 'PMC8351379.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Alzheimer's Disease""}]",413
3238,Serum triglyceride (TG),"[{'article': 'PMC5105117.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Metabolic changes in Alzheimer's Disease""}]",264
3239,Serum triglycerides,"[{'article': 'PMC5105117.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Lower triglyceride levels in Alzheimer's Disease""}, {'article': 'PMC5105117.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': ""Response to probiotic treatment in Alzheimer's Disease patients""}]",264
3240,Serum β-hydroxybutyrate (BHB),"[{'article': 'PMC2731764.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': ""Cognitive improvement in Alzheimer's Disease""}, {'article': 'PMC2731764.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease cognitive outcomes""}, {'article': 'PMC2731764.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': 'AC-1202 treatment response'}]",361
3241,Severe Impairment Battery (SIB),"[{'article': 'PMC3126705.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Cognitive benefit in response to Donepezil 23 mg/d treatment'}]",102
3242,Silent lacunar infarcts (SLIs),"[{'article': 'PMC6353871.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Dementia'}]",608
3243,Similarities (WAIS-III),"[{'article': 'PMC3110111.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",428
3244,Simple Attention,"[{'article': 'PMC4497726.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Cognitive performance'}]",407
3245,Single cavernous malformation,"[{'article': 'PMC5372150.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease""}]",324
3246,Single-key tapping test,"[{'article': 'PMC10916999.txt', 'relationship': 'PREDICTS_PRESENCE_OF', 'object': ""Early Alzheimer's Disease""}]",76
3247,Sirt1,"[{'article': 'PMC6679855.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",641
3248,Six-Item Screen (SIS),"[{'article': 'PMC3088375.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Cognitive impairment in older adults'}, {'article': 'PMC3088375.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Cognitive impairment related to Alzheimer's Disease""}]",346
3249,Skin color,"[{'article': 'PMC9412195.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Physical activity and exercise intensity in Alzheimer's Disease patients""}]",57
3250,Sleep Disorder Inventory (SDI),"[{'article': 'PMC7083107.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Sleep disturbances in Alzheimer's Disease""}]",283
3251,Sleep Efficiency,"[{'article': 'PMC4069047.txt', 'relationship': 'ASSOCIATED_WITH_BETTER_OUTCOME', 'object': 'Cognitive performance in AD patients'}, {'article': 'PMC4069047.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease progression""}]",479
3252,Sleep Patterns,"[{'article': 'PMC7413274.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Alzheimer's Disease""}]",283
3253,Sleep Quality Index,"[{'article': 'PMC7674649.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Assess sleep quality in Alzheimer's Disease""}]",479
3254,Sleep Quality Scores,"[{'article': 'PMC10439779.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Response: Improved Sleep Quality Post-Treatment'}]",479
3255,Sleep activity,"[{'article': 'PMC5123349.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Treatment Monitoring: Tracking adherence in Alzheimer's Disease""}]",283
3256,Sleep quality,"[{'article': 'PMC8857690.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Cognitive decline'}, {'article': 'PMC5504954.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Efficient and successful aging and maintenance of high cognitive function'}]",479
3257,Slow Oscillations (SO),"[{'article': 'PMC10758173.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Improvement in memory performance'}]",421
3258,Slow Wave (SW) activity,"[{'article': 'PMC11493878.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease progression""}]",421
3259,Slow gait speed,"[{'article': 'PMC7106668.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Increased risk of falls in Alzheimer's Disease patients""}]",703
3260,Slow oscillatory brain activity,"[{'article': 'PMC3682121.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Memory consolidation during non-REM sleep'}]",567
3261,Slow wave,"[{'article': 'PMC4879492.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",421
3262,Slow wave latency,"[{'article': 'PMC4879492.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Early-onset Alzheimer's Disease""}]",421
3263,Slow-wave sleep (SWS),"[{'article': 'PMC9053232.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Deep NREM sleep'}]",421
3264,Slower speech rate,"[{'article': 'PMC8110716.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",74
3265,Small intraventricular mass,"[{'article': 'PMC5372150.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease""}]",93
3266,Smart-vest steps,"[{'article': 'PMC9395831.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Alzheimer's Disease progression""}]",305
3267,Smoking,"[{'article': 'PMC10542675.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Smoking associated with higher risk of Alzheimer's Disease""}]",69
3268,"Social cognition tests (e.g., facial recognition, perspective taking)","[{'article': 'PMC4200223.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Risk of developing BPSD'}]",332
3269,Sodium,"[{'article': 'PMC4487699.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",105
3270,Solanezumab,"[{'article': 'PMC4888851.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}, {'article': 'PMC5516350.txt', 'relationship': 'RELATED_TREATMENT', 'object': 'Failed to meet primary endpoint in Phase III trial'}]",268
3271,Soluble Aβ,"[{'article': 'PMC4054967.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC4054967.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Outcome: Cognitive deficits in Alzheimer's Disease""}]",8
3272,Soluble Aβ protofibrils,"[{'article': 'PMC4054967.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence of: Early-onset Alzheimer's Disease""}]",8
3273,Soluble Aβ40,"[{'article': 'PMC5427593.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",8
3274,Soluble Aβ42,"[{'article': 'PMC5427593.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",8
3275,Soluble Intercellular Adhesion Molecule-1 (sICAM-1),"[{'article': 'PMC6521224.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Inflammation'}]",447
3276,Somatostatin,"[{'article': 'PMC3534053.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Cognitive decline in Alzheimer's Disease""}, {'article': 'PMC3534053.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC3534053.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",242
3277,Somatostatin (SOM),"[{'article': 'PMC6174237.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Aβ1–42'}]",242
3278,Somatostatin-positive interneurons,"[{'article': 'PMC3534053.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease-related spatial learning deficits""}]",673
3279,Sorcs1,"[{'article': 'PMC6211704.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis of Alzheimer's Disease""}]",35
3280,Souvenaid,"[{'article': 'PMC4202787.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Treatment: Alzheimer's Disease""}]",35
3281,Spatial abilities,"[{'article': 'PMC9373273.txt', 'relationship': 'ASSOCIATED_WITH', 'object': ""Alzheimer's Disease""}]",104
3282,Spatial navigation,"[{'article': 'PMC10127414.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Early-onset Alzheimer's Disease""}, {'article': 'PMC10127414.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Presence: Alzheimer's Disease""}, {'article': 'PMC10127414.txt', 'relationship': 'PREDICTS_PRESENCE_OF', 'object': 'Progression to mild cognitive impairment'}]",323
3283,Spatio-temporal analysis of walking (GAITRite),"[{'article': 'PMC3212921.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Presence: Gait impairments'}]",159
3284,Spectral power distribution,"[{'article': 'PMC9116897.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Behavioral and Psychological Symptoms of Dementia (BPSD)'}]",9
3285,Speech,"[{'article': 'PMC10363100.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}, {'article': 'PMC10363100.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",74
3286,Speech Tempo,"[{'article': 'PMC4611852.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Early-onset Alzheimer's Disease""}]",74
3287,"Speech characteristics (sentence complexity, verbal fluency)","[{'article': 'PMC4526336.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Cognitive impairment'}]",568
3288,Speech rate,"[{'article': 'PMC8110716.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",74
3289,Speech rate and pause characteristics,"[{'article': 'PMC8110716.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Alzheimer's Disease""}]",693
3290,Speech timing,"[{'article': 'PMC8110716.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease progression""}]",74
3291,Spinal fluid measures,"[{'article': 'PMC4132648.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnosis of Alzheimer's Disease""}, {'article': 'PMC4132648.txt', 'relationship': 'MONITORED_DURING_TREATMENT', 'object': ""Monitoring disease progression in Alzheimer's Disease""}]",155
3292,Spindle Power,"[{'article': 'PMC10758173.txt', 'relationship': 'LEVELS_REFLECT_RESPONSE', 'object': 'Improvement in memory performance'}]",354
3293,Spindle power,"[{'article': 'PMC10758173.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': 'Relative memory increase at post-intervention and follow-up'}]",354
3294,Src,"[{'article': 'PMC3226277.txt', 'relationship': 'IS_TARGET_OF_TREATMENT', 'object': ""Alzheimer's Disease""}]",190
3295,Stages of Objective Memory Impairment (SOMI),"[{'article': 'PMC9246122.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': 'Diagnose: Alzheimer’s Disease'}]",636
3296,Standard Pause Rate,"[{'article': 'PMC5237556.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",693
3297,Standardized Uptake Value (SUV),"[{'article': 'PMC5026133.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",16
3298,Statins,"[{'article': 'PMC4615808.txt', 'relationship': 'RELATED_TREATMENT', 'object': ""Reduction of Aβ levels in Alzheimer's Disease""}, {'article': 'PMC6208946.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Alzheimer's Disease treatment""}]",134
3299,Stem cells,"[{'article': 'PMC3761088.txt', 'relationship': 'GUIDES_TREATMENT_SELECTION', 'object': ""Guides treatment selection for Alzheimer's Disease""}]",72
3300,Step Length,"[{'article': 'PMC6565843.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",305
3301,Step Length (SL),"[{'article': 'PMC7084863.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Alzheimer's Disease""}]",305
3302,Step Width,"[{'article': 'PMC6565843.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",305
3303,Step frequency,"[{'article': 'PMC6565843.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Reduction in metabolic rates of glucose uptake in the prefrontal, posterior cingulate, and parietal cortices'}]",305
3304,Step length (SL) before turning,"[{'article': 'PMC7084863.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease progression""}]",305
3305,Step length variability,"[{'article': 'PMC6565843.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Increased mean diffusivity within the hippocampus and anterior cingulate cortex'}]",305
3306,Step width,"[{'article': 'PMC6565843.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Reduced fractional anisotropy in the left corticospinal tract'}]",305
3307,Streptococcus,"[{'article': 'PMC8266337.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Cognitive impairment and memory dysfunction'}]",331
3308,Stress,"[{'article': 'PMC8857690.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Cognitive dysfunction and increased risk of Alzheimer's Disease""}]",624
3309,Stress and cortisol,"[{'article': 'PMC4150993.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Hippocampal shrinkage associated with Alzheimer's Disease""}]",132
3310,Stride Length,"[{'article': 'PMC4307822.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",246
3311,Stride Time Variability (STV),"[{'article': 'PMC3156726.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}]",646
3312,Stride length,"[{'article': 'PMC6565843.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Increased mean diffusivity in brainstem, projection, association, limbic and callosal tracts'}]",246
3313,Stride time,"[{'article': 'PMC7392684.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",246
3314,Stride time variability,"[{'article': 'PMC4406069.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Alzheimer's Disease""}, {'article': 'PMC4406069.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease prognosis""}, {'article': 'PMC4197903.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Mild Cognitive Impairment (MCI) associated with Alzheimer's Disease""}, {'article': 'PMC6565843.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Larger temporal horns and middle portions of ventricular bodies'}, {'article': 'PMC6565843.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Reduced grey matter volume in the right parietal lobe'}, {'article': 'PMC6565843.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'Larger hippocampal volume'}]",246
3315,Stride time variability (CVst),"[{'article': 'PMC4197903.txt', 'relationship': 'RELATED_PROGNOSIS', 'object': ""Prognosis: Alzheimer's Disease progression""}]",646
3316,Stride time variability (CoV),"[{'article': 'PMC3156726.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease progression""}]",646
3317,Stride variability,"[{'article': 'PMC7392684.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",246
3318,Stride width variability,"[{'article': 'PMC6565843.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': 'No significant associations with hippocampal or somatosensory cortex volumes'}]",246
3319,Stroke,"[{'article': 'PMC7414752.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Dementia incidence'}]",107
3320,Stroke lesion volume,"[{'article': 'PMC8570373.txt', 'relationship': 'ASSOCIATED_WITH_POOR_OUTCOME', 'object': ""Alzheimer's Disease""}]",107
3321,Stroop Color-Word Interference Test,"[{'article': 'PMC4611062.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Alzheimer's Disease""}]",251
3322,Stroop Color-Word Test,"[{'article': 'PMC5036810.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Executive Function Impairment in Alzheimer's Disease""}]",251
3323,Stroop Color-Word test,"[{'article': 'PMC5036810.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': ""Diagnose: Alzheimer's Disease""}]",251
3324,Stroop incongruent words test,"[{'article': 'PMC4181752.txt', 'relationship': 'INDICATES_PRESENCE_OF', 'object': 'Cognitive impairment in INPH patients'}]",251
3325,Stroop test,"[{'article': 'PMC4200223.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Executive function deficits in Alzheimer's Disease""}, {'article': 'PMC4406069.txt', 'relationship': 'USED_TO_DIAGNOSE', 'object': ""Diagnose: Executive function in Alzheimer's Disease""}]",251
